       0.000000      15.000000
       0.400000      15.389422
       0.800000      15.717363
       1.200000      15.932047
       1.600000      15.999583
       2.000000      15.909306
       2.400000      15.675469
       2.800000      15.334991
       3.200000      14.941625
       3.600000      14.557476
       4.000000      14.243191
       4.400000      14.048389
       4.800000      14.003826
       5.200000      14.116537
       5.600000      14.368728
       6.000000      14.720582
       6.400000      15.116550
       6.800000      15.494118
       7.200000      15.793675
       7.600000      15.967928
       8.000000      15.989367
       8.400000      15.854607
       8.800000      15.584922
       9.200000      15.222892
       9.600000      14.825672
      10.000000      14.455974
