       0.000000      15.000000
       0.400000      15.400000
       0.800000      15.768424
       1.200000      16.047107
       1.600000      16.192050
       2.000000      16.180370
       2.400000      16.013912
       2.800000      15.718954
       3.200000      15.342065
       3.600000      14.942747
       4.000000      14.584044
       4.400000      14.322586
       4.800000      14.199653
       5.200000      14.234653
       5.600000      14.422060
       6.000000      14.732286
       6.400000      15.116354
       6.800000      15.513628
       7.200000      15.861387
       7.600000      16.104728
       8.000000      16.205231
       8.400000      16.147031
       8.800000      15.939316
       9.200000      15.614879
       9.600000      15.224941
      10.000000      14.831066
