       0.000000      15.000000
       0.200000      15.200000
       0.400000      15.396013
       0.600000      15.580226
       0.800000      15.745293
       1.000000      15.884634
       1.200000      15.992694
       1.400000      16.065166
       1.600000      16.099159
       1.800000      16.093320
       2.000000      16.047879
       2.200000      15.964650
       2.400000      15.846950
       2.600000      15.699471
       2.800000      15.528093
       3.000000      15.339649
       3.200000      15.141650
       3.400000      14.941991
       3.600000      14.748631
       3.800000      14.569280
       4.000000      14.411086
       4.200000      14.280357
       4.400000      14.182305
       4.600000      14.120839
       4.800000      14.098408
       5.000000      14.115908
       5.200000      14.172640
       5.400000      14.266344
       5.600000      14.393282
       5.800000      14.548396
       6.000000      14.725499
       6.200000      14.917534
       6.400000      15.116842
       6.600000      15.315479
       6.800000      15.505525
       7.000000      15.679405
       7.200000      15.830185
       7.400000      15.951856
       7.600000      16.039565
       7.800000      16.089817
       8.000000      16.100608
       8.200000      16.071508
       8.400000      16.003677
       8.600000      15.899819
       8.800000      15.764075
       9.000000      15.601857
       9.200000      15.419631
       9.400000      15.224662
       9.600000      15.024723
       9.800000      14.827786
      10.000000      14.641701
